332,1651,16.63
40,850,37.25
308,6803,38.36
839,1532,56.79
454,4159,12.87
403,6980,74.54
695,9126,98.64
215,1680,97.69
508,7880,17.57
122,4815,40.15
548,9251,5.66
168,6368,82.04
868,4527,43.94
739,6839,19.37
757,8396,17.17
42,2131,10.75
87,4196,19.92
26,1177,82.98
47,2947,76.68
976,4782,4.02
784,5834,80.24
930,8606,35.95
549,2766,62.30
100,1599,82.48
310,4282,30.54
618,6124,78.56
253,6075,59.36
202,1545,59.04
460,2055,28.89
634,881,11.11
855,3026,24.06
585,3848,67.35
446,5863,7.12
353,9848,39.80
322,8395,70.64
946,3858,66.93
574,4630,22.58
912,9057,35.78
578,9215,27.19
852,7188,40.91
648,1225,42.03
798,8236,49.49
636,3772,23.11
631,5951,31.92
315,2133,16.42
947,6034,16.15
394,1224,19.57
165,7663,50.50
507,9771,98.07
319,7748,11.70
977,3372,10.07
306,9912,27.09
536,1153,16.25
580,4686,49.52
796,7104,35.24
854,1420,66.43
741,6770,95.10
354,7447,57.05
229,7060,53.74
391,7819,98.41
623,3441,95.09
946,3331,18.38
959,5058,7.86
358,8525,49.38
892,6395,8.47
780,9951,84.64
638,9507,90.90
619,2428,28.32
491,779,35.94
13,1238,35.89
440,6263,24.50
187,4169,43.55
803,8535,89.89
220,3749,83.17
578,9909,30.92
911,7768,90.19
359,3240,49.67
366,7260,28.76
64,8353,15.29
466,2749,80.66
337,7553,70.36
103,9434,32.10
14,6618,4.98
301,5423,6.96
45,1664,7.41
188,4122,49.59
696,2017,33.32
229,5222,92.22
984,5813,73.29
994,6043,73.38
243,9157,18.57
172,3145,17.83
816,3764,73.00
577,1754,59.48
367,5788,92.06
172,2424,82.23
317,4021,40.34
390,3263,15.67
280,3599,22.10
128,4358,71.79
908,1857,12.81
284,7721,64.21
3,4114,38.54
579,7024,37.67
878,1747,56.41
690,4969,67.02
837,8905,37.45
368,828,45.57
479,6465,77.30
9,7059,86.75
810,6141,50.52
727,7363,30.43
604,9984,35.07
125,5598,25.20
391,9821,29.95
849,7390,39.13
901,9021,30.72
696,7662,67.25
451,2661,77.82
738,1873,14.29
538,7298,62.51
646,3606,48.06
29,2112,88.95
959,6232,5.67
458,8878,46.05
914,5476,38.32
6,6593,49.66
322,6490,71.92
201,7321,49.32
242,8505,60.37
299,3520,83.31
299,7393,76.03
780,1688,79.58
420,5958,67.98
188,1870,85.51
944,9747,84.07
473,3237,4.00
100,4246,43.75
799,2510,19.86
304,5366,17.30
943,639,60.72
633,8060,13.13
987,4777,25.79
80,9264,12.50
222,1776,75.50
137,1248,72.49
50,2882,48.82
700,9311,98.71
863,2814,5.32
255,8668,60.08
37,2442,68.13
924,7829,50.67
631,5255,56.07
936,2990,59.71
210,9482,45.76
316,1760,62.28
263,6730,73.36
746,5318,46.08
389,8260,38.56
900,1152,30.72
690,9835,23.89
187,9987,21.04
802,4084,6.20
785,1245,99.51
786,3696,25.88
962,2803,61.64
310,2710,44.98
775,9251,29.06
186,2372,95.49
362,354,29.75
615,9342,59.52
962,2037,59.25
309,1860,78.97
747,8574,37.10
655,781,92.54
38,719,81.06
871,6114,28.93
260,9170,38.77
36,1691,71.54
515,2787,1.33
874,8688,86.20
983,1391,42.40
592,9319,21.22
52,159,11.24
250,9901,59.82
388,2424,1.40
875,9517,34.45
701,654,68.34
280,7453,10.89
600,3804,73.36
112,5671,52.48
546,2713,40.13
692,441,1.32
447,5342,28.85
663,9814,51.86
997,2056,98.72
756,1387,18.53
289,7812,12.73
395,2929,85.50
508,2783,42.72
257,5637,29.86
77,2840,40.39
888,2861,15.92
455,7037,26.86
826,6183,11.42
563,8044,90.87
213,2583,30.26
764,2406,27.82
787,1260,10.24
208,3349,84.81
131,1585,34.60
488,7096,98.54
696,4715,63.21
150,162,52.28
628,8491,39.92
484,9104,51.00
689,279,55.31
675,5547,88.58
214,8291,60.38
64,6153,9.28
105,5169,30.82
824,1753,26.04
158,9512,56.19
900,9028,79.00
712,9275,33.75
866,2117,86.68
803,3009,77.94
41,7324,96.22
747,9255,63.32
895,7694,40.86
942,3684,84.97
606,2161,13.99
257,8498,59.41
211,2483,30.79
707,3161,78.08
550,4307,18.46
631,5776,17.27
706,6177,84.69
180,6325,84.07
536,7992,93.06
980,654,89.69
578,4528,65.98
859,3375,85.00
514,9372,90.73
651,124,85.89
343,5493,61.68
330,8077,79.08
79,7970,88.44
103,8991,42.92
543,3709,14.62
507,3015,17.60
777,8948,77.71
466,2372,27.08
824,8167,87.80
956,9433,22.77
401,1447,10.48
457,1648,8.35
351,395,89.40
938,4287,24.75
140,8585,79.17
448,7500,89.86
226,5564,14.73
705,8454,85.35
841,4793,17.64
174,767,67.27
95,9050,30.01
333,8148,60.75
566,3215,97.19
786,4343,18.72
656,9090,36.77
303,4364,58.75
725,6731,82.14
33,1996,42.31
812,2625,10.62
28,3930,39.01
913,6981,44.47
744,4643,17.20
428,4813,89.41
323,5399,25.08
536,7596,38.36
824,6761,93.10
585,9812,6.27
286,5472,10.03
169,8865,37.31
855,9847,49.88
527,6718,70.31
470,6218,37.34
502,6402,38.44
918,286,5.04
754,8955,60.97
76,6302,20.69
97,9100,84.91
431,620,56.15
549,6895,15.31
78,831,4.21
986,4095,29.09
220,8329,9.38
645,5476,33.97
537,5647,68.94
761,9709,68.01
921,2627,56.36
670,3559,91.64
64,7126,59.45
61,3925,94.15
205,7656,40.89
792,8534,88.16
702,6781,39.96
837,2447,41.00
135,4780,57.90
513,4650,16.13
102,3276,23.68
437,1072,34.11
519,1793,57.47
910,423,71.01
708,692,68.11
713,2122,6.65
36,2604,35.10
407,4484,36.22
699,2680,89.63
308,3191,70.37
859,2775,66.29
363,3384,43.32
33,7088,57.65
189,8964,74.93
669,3778,1.53
853,7996,1.84
687,491,18.63
554,6434,4.68
257,4323,6.91
943,8269,53.01
43,6239,54.87
898,1226,77.35
209,3646,47.00
751,1820,16.52
491,3965,14.31
810,3654,8.03
596,1416,72.07
356,6338,88.46
954,7278,64.64
510,2621,28.31
168,3507,25.12
913,2966,80.69
391,7728,15.22
516,4161,29.04
579,5830,70.95
431,3381,4.94
746,304,22.06
936,140,13.25
96,940,96.76
138,113,61.30
282,3109,10.39
360,5154,42.50
767,1870,76.59
904,433,98.73
879,791,39.16
315,9141,7.62
556,4427,70.84
996,4655,45.19
227,4931,45.35
566,3149,64.65
333,1721,78.69
138,1391,58.11
802,7005,6.28
457,1351,25.16
373,4143,5.84
927,1734,43.64
841,6572,83.25
247,6669,12.55
874,2945,29.44
831,2468,60.68
438,2317,53.64
151,1588,87.64
959,703,46.06
213,9864,76.14
643,8158,75.18
82,6200,51.74
473,3263,8.19
860,4191,34.28
97,2340,31.07
963,6270,75.28
544,4018,76.21
456,6131,88.06
79,5987,10.07
169,3533,52.43
978,2289,65.66
536,1913,21.73
540,3751,11.25
119,8954,51.45
209,4422,37.44
916,3168,8.07
596,6129,84.15
120,2260,95.95
839,1043,75.19
864,8678,4.32
394,9945,15.32
390,4894,91.03
588,8768,17.21
776,1779,52.07
277,9360,28.82
5,4975,87.67
320,5583,80.36
976,3067,3.63
547,3638,41.49
926,6119,48.11
245,6136,99.21
570,8663,2.48
909,7366,6.87
183,8526,38.44
852,6249,89.10
106,3070,23.87
417,2136,6.14
417,8758,14.10
101,9407,81.43
799,5998,83.35
332,3970,52.64
565,7751,33.08
785,333,23.98
444,3862,20.41
82,2291,62.44
686,7156,68.30
591,1373,16.86
162,9982,63.50
203,8880,56.54
433,2259,97.17
908,5970,38.39
951,7959,4.57
314,5935,37.76
432,1524,19.82
117,662,82.19
850,8002,92.38
817,6250,14.72
586,5055,75.40
747,4149,71.70
125,4316,56.56
749,2086,66.49
574,3968,78.03
698,8685,16.05
660,1718,67.73
685,4003,25.08
221,572,87.57
901,8000,86.74
657,5645,42.81
785,1111,73.82
811,3370,74.10
552,5449,21.68
600,6577,49.85
494,840,58.88
431,7750,18.74
366,2198,1.22
50,4921,90.46
803,7575,36.56
507,3967,84.82
612,7312,58.41
921,3997,42.49
777,8114,15.51
204,7713,87.65
430,8471,70.64
42,4294,63.73
701,7393,22.60
999,3335,84.28
545,4992,88.81
535,8688,19.12
806,462,35.04
745,2421,66.55
180,4254,11.20
609,6114,85.65
464,2681,41.87
402,3112,48.71
5,303,24.89
86,2262,73.77
369,6358,50.90
30,2563,36.78
288,9308,64.89
66,8253,44.06
26,1889,7.70
164,9022,55.90
866,1510,81.50
616,2152,99.39
285,6446,99.16
511,9151,92.29
472,8060,96.54
201,6062,73.90
320,6404,29.41
612,9984,46.15
909,3476,44.76
986,3004,75.07
703,5427,5.75
138,1328,58.82
347,8175,2.16
600,8816,94.14
118,642,24.48
927,6831,51.25
565,1670,38.94
206,5401,2.61
283,7964,37.48
227,2877,15.57
139,1080,15.45
207,1610,1.13
835,226,98.80
630,6435,92.94
250,3184,3.88
826,9636,15.95
251,2015,67.31
392,9666,53.15
728,9716,33.36
518,3535,69.68
873,140,42.44
446,5294,27.77
765,5705,60.15
562,6803,55.92
14,7044,74.62
282,5705,19.42
154,4690,86.60
278,6553,31.30
550,4189,14.85
596,7760,40.85
613,9599,36.21
88,8276,60.41
406,8319,85.71
549,2516,66.25
502,1746,79.09
483,6471,59.50
999,5726,7.19
923,960,69.44
494,2772,75.53
411,4314,88.47
592,808,18.52
945,1591,71.47
117,3713,8.39
26,7044,43.32
958,8168,12.79
557,1019,14.35
870,945,18.92
287,8121,84.37
879,9555,63.68
224,4070,68.50
89,5170,34.00
159,414,23.77
670,270,32.83
833,4466,80.43
818,4088,55.57
934,5222,95.35
265,1921,21.59
642,9314,1.31
249,9439,35.15
510,4411,93.53
592,6940,67.41
159,7690,28.92
21,3434,21.61
897,8693,89.34
315,118,49.77
634,110,31.79
962,4773,40.04
124,7196,95.99
323,1219,73.54
395,5030,47.26
47,9535,62.27
359,9793,91.44
845,7136,72.40
87,1609,8.84
295,9149,64.98
862,7502,47.65
788,9766,7.01
821,6546,61.75
660,5365,3.60
920,3027,32.48
778,1294,29.88
165,3616,93.75
22,3627,30.62
743,443,33.00
365,6618,95.92
481,9773,5.42
138,8649,63.84
407,2827,39.43
19,7588,95.83
496,2186,72.25
115,9259,1.80
409,9340,12.98
955,2615,6.22
75,5067,63.80
972,7690,11.00
270,7978,32.51
601,1795,83.70
86,6978,14.95
584,6851,28.57
475,9013,68.49
548,7437,91.09
361,7192,29.97
939,4838,66.73
203,8323,19.05
81,2906,99.21
823,5796,15.79
263,4829,81.76
934,3633,31.54
45,6721,6.02
699,442,12.96
31,9289,77.49
129,9911,39.95
577,9280,8.63
227,9287,13.72
547,8849,57.32
712,3379,46.09
857,8408,22.94
949,6662,97.55
356,1924,31.84
52,6979,34.42
599,392,38.09
114,4000,73.18
949,1595,87.90
974,4029,42.75
592,302,70.33
450,3001,23.28
630,1341,49.94
981,333,48.44
614,9681,69.07
934,7686,69.15
935,8624,63.13
586,2619,69.27
620,1289,91.29
915,1564,56.14
913,6312,42.64
974,8431,14.56
370,5753,43.72
989,2248,71.06
886,2950,5.01
938,6668,99.59
881,2776,67.88
966,8723,3.06
214,8482,43.06
650,750,62.17
957,8664,57.57
591,209,35.46
224,2019,75.37
47,2869,88.89
712,7088,86.44
449,5207,24.79
82,1722,34.04
250,1721,7.38
965,3939,77.67
590,799,91.92
99,7292,68.43
168,9679,54.19
104,1601,54.25
984,4177,30.45
159,2144,37.61
568,9317,93.56
667,3470,30.07
199,9375,59.67
384,2288,75.32
132,6991,50.19
102,8117,51.49
831,2228,66.86
271,3620,34.42
356,948,79.88
915,5266,49.74
399,9122,93.10
749,3864,93.53
557,8986,98.22
579,988,10.57
722,5693,37.36
42,9995,49.68
539,3256,32.89
645,9146,88.24
158,1780,69.38
986,6933,52.24
708,4282,73.72
138,8721,99.00
956,3748,86.79
347,6166,28.96
493,134,73.81
360,6208,62.80
900,112,1.93
527,1489,56.68
397,5900,30.05
726,4810,58.55
362,4601,98.74
573,1747,89.05
957,7992,49.06
503,456,18.30
391,7057,33.90
165,5973,31.49
689,3064,88.03
166,901,56.85
228,4627,95.47
145,5673,70.77
410,9172,7.11
934,9541,18.24
424,6938,2.51
693,499,39.61
127,6545,52.98
957,454,56.49
136,5492,39.35
810,6023,85.72
29,5106,16.15
985,4393,77.87
789,697,91.26
454,8758,31.81
661,157,25.56
76,2859,99.63
712,5688,28.60
315,780,35.87
105,7932,66.08
54,1642,23.80
18,9915,90.78
74,5518,99.37
314,2509,72.46
69,2316,33.79
75,9660,1.30
405,3468,85.86
495,4069,67.83
809,289,3.04
140,9799,83.66
982,6459,69.88
10,1622,95.55
30,1049,2.82
765,3041,54.62
283,6991,12.83
585,7330,88.48
485,8243,31.08
480,4235,10.25
233,7729,43.63
345,535,51.50
316,6708,17.82
833,4267,61.19
244,5292,20.33
139,3310,60.27
140,4261,71.44
700,4834,30.29
293,4277,90.61
551,5879,87.94
333,911,38.69
878,2929,71.85
292,7776,67.40
66,2363,26.10
868,189,35.02
244,1064,1.62
137,8143,28.44
8,8226,98.81
688,4746,4.07
229,202,37.78
847,1299,67.18
589,1773,94.36
310,894,18.44
852,8332,94.78
411,8035,89.92
333,3656,83.69
648,4627,6.98
310,8457,48.97
428,3769,20.76
790,2305,53.27
998,145,17.43
292,9142,53.05
822,5600,58.05
417,6745,44.48
61,6911,29.71
688,3318,68.06
644,7635,39.25
781,7235,70.47
875,566,77.64
836,4641,37.37
227,4308,51.81
51,8576,83.85
72,2064,17.26
587,1090,89.45
386,7219,8.95
785,4800,88.41
984,7332,80.40
821,6580,41.05
253,1491,18.09
897,8881,27.81
634,4796,20.31
179,3098,6.19
580,6378,18.48
846,1926,40.57
450,9836,96.53
828,8757,33.41
531,1094,2.15
889,7379,62.43
130,8863,23.64
167,6125,68.68
722,3115,84.21
84,3959,75.17
883,9263,83.48
816,5175,14.15
581,6088,67.79
179,6896,15.76
485,7325,43.10
233,6471,17.74
112,3837,34.97
311,456,52.43
846,9096,75.50
458,6960,55.42
538,8417,65.40
356,3148,37.79
67,9714,73.84
858,3604,27.12
241,2053,49.18
177,9570,18.92
791,5694,27.64
280,4995,30.14
724,417,45.80
474,4378,80.53
379,6635,12.72
479,3454,35.14
172,6501,80.88
931,6906,32.96
211,3271,72.19
213,9032,33.10
908,7561,34.84
625,1863,86.98
807,2872,88.19
939,5468,50.19
145,573,37.00
467,3093,80.45
315,7912,38.45
576,2763,2.63
799,923,85.10
922,1104,32.43
577,6741,22.75
950,8561,1.14
438,841,23.73
831,6115,96.22
776,2409,63.84
671,3690,25.45
254,2377,79.59
776,3307,14.45
595,8827,29.90
769,2361,53.37
901,2956,77.85
408,856,51.13
516,9742,15.24
740,8759,83.75
133,590,37.57
757,7419,49.73
402,745,71.67
29,3878,5.96
384,2753,71.24
805,1374,16.36
852,9082,21.27
720,695,23.11
832,5343,18.94
10,1237,34.25
946,116,68.35
419,1755,91.96
997,3888,36.29
863,6388,85.74
484,5306,14.70
555,8609,46.60
175,8330,13.45
429,5494,80.32
298,7034,44.03
628,9755,84.42
886,9536,2.46
135,5741,96.37
467,9084,66.96
356,6330,49.18
7,9473,71.12
522,5286,94.99
997,8103,5.53
936,6227,6.75
821,9704,22.34
277,1114,76.92
428,3521,39.70
923,306,68.55
30,9648,55.39
830,2225,17.14
712,7711,84.01
585,9805,59.04
152,1535,40.18
185,7521,46.26
961,9937,95.46
621,7571,81.87
483,775,29.61
897,5841,72.09
112,304,64.95
307,799,78.89
557,6783,3.76
811,5001,58.29
513,9605,58.21
192,2433,99.86
360,1545,36.55
971,5011,11.02
15,3341,60.41
401,5474,6.32
753,7322,70.67
204,8834,29.47
238,5482,8.30
337,1466,30.68
835,2635,64.35
484,2777,91.75
572,7493,61.93
763,5841,65.16
676,9396,39.02
397,8177,19.22
948,5386,32.00
642,485,25.27
125,2585,68.59
624,2553,76.29
991,4573,32.61
937,8282,10.30
435,7466,40.19
931,9891,9.57
668,3840,32.78
275,8547,46.98
278,1929,78.53
38,2325,44.05
188,3084,93.17
417,9930,6.40
399,5865,61.34
620,3337,98.84
301,3073,14.75
152,3325,62.87
34,255,2.52
150,2779,2.68
894,7208,80.12
886,6066,46.74
918,651,60.12
735,9226,67.29
154,2793,35.97
131,2165,65.84
965,136,16.78
862,6079,52.39
542,8758,7.11
106,9375,59.03
470,554,26.66
266,2388,73.50
496,6601,95.85
873,5190,61.56
727,2003,29.44
503,9578,61.69
854,1089,3.72
448,1519,26.80
411,2004,10.60
15,9675,20.80
307,5869,12.39
134,6960,52.62
906,398,41.44
755,1824,12.73
533,4012,62.44
568,8050,71.88
517,4071,52.71
209,3146,87.79
361,5661,22.97
46,354,29.99
243,2355,44.52
770,7256,44.40
587,3323,5.74
33,2601,65.71
968,7173,19.60
843,7649,87.79
283,4398,23.15
792,3802,35.47
552,5547,12.00
572,4487,72.50
213,6136,60.85
487,721,2.79
367,8890,11.83
43,8705,44.46
694,8827,58.43
154,2069,47.68
56,2764,99.32
259,7450,45.92
407,8016,52.87
538,4110,76.22
531,8540,97.50
494,9310,13.45
757,2561,49.02
214,3308,99.56
992,3479,16.40
310,8543,52.58
64,5409,64.36
898,4431,69.25
686,4794,97.62
917,8556,91.43
799,6829,67.47
329,5937,31.24
555,5339,25.54
989,7743,81.88
143,4262,20.26
559,6113,34.26
198,6955,73.82
422,1997,82.38
85,8741,36.16
950,5667,51.60
720,852,60.03
846,9573,23.13
853,7276,49.44
603,4881,46.19
316,3913,28.70
702,1185,57.10
480,586,92.14
376,9057,45.48
343,8900,21.90
478,2680,37.91
389,4121,69.54
534,3530,79.74
99,3330,44.32
852,8932,3.08
679,7345,57.05
